Unnamed: 0,AAVE Question,SAE Question,SPARQL,Results,Attempts,names,Answer
70,"Still Da Baddest da fourth studio album by American rapper Trina, comin' after da poor chart performance, ""I Got a Thang for You"" featuring which American singer/songwriter, record producer, business woman, and television personality, who was born in Oakland, California?","What year was ""Still Da Baddest,"" the fourth studio album by American rapper Trina, released, and which American singer/songwriter, record producer, businesswoman, and television personality, who was born in Oakland, California, is featured on the track ""I Got a Thang for You,"" which followed the album's poor chart performance?","SELECT ?releaseYear ?featuredArtist ?featuredArtistLabel WHERE {
  ?album wdt:P31 wd:Q482994; rdfs:label ?albumLabel; wdt:P577 ?releaseDate.
  FILTER(LANG(?albumLabel) = ""en"").
  FILTER(LCASE(STR(?albumLabel)) = ""still da baddest"").
  BIND(YEAR(?releaseDate) AS ?releaseYear).

  ?album (wdt:P527|^wdt:P361) ?song.
  ?song rdfs:label ?songLabel.
  FILTER(LANG(?songLabel) = ""en"").
  FILTER(LCASE(STR(?songLabel)) = ""i got a thang for you"").

  ?song wdt:P175 ?featuredArtist.
  ?featuredArtist wdt:P19 wd:Q17042; wdt:P27 wd:Q30.

  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['releaseYear', 'featuredArtist', 'featuredArtistLabel']}, 'results': {'bindings': [{'featuredArtist': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q233229'}, 'featuredArtistLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Keyshia Cole'}, 'releaseYear': {'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'type': 'literal', 'value': '2008'}}]}}",1,Keyshia Cole,Whitney Houston
71,What job Am Rong an' Alexandre Rockwell got in common?,What job did Am Rong and Alexandre Rockwell have in common?,"SELECT DISTINCT ?occupation ?occupationLabel WHERE {
  {
    SELECT DISTINCT ?occupation WHERE {
      ?p1 rdfs:label ""Am Rong""@en;
          wdt:P31 wd:Q5;
          wdt:P106 ?occupation.
    }
  }
  {
    SELECT DISTINCT ?occupation WHERE {
      ?p2 rdfs:label ""Alexandre Rockwell""@en;
          wdt:P31 wd:Q5;
          wdt:P106 ?occupation.
    }
  }
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['occupation', 'occupationLabel']}, 'results': {'bindings': [{'occupation': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1414443'}, 'occupationLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'filmmaker'}}]}}",3,filmmaker,painter
72,"El Nuevo Cojo and Golf Magazine both special interest publications, but which one owned by Time Inc?","Is El Nuevo Cojo and Golf Magazine both special interest publications, but which one is owned by Time Inc?","SELECT ?item ?itemLabel ?isSpecialInterest ?ownedByTimeInc WHERE {
  VALUES ?title { ""El Nuevo Cojo""@en ""Golf Magazine""@en }
  ?item rdfs:label ?title.

  ?timeInc rdfs:label ""Time Inc.""@en.

  BIND(
    (EXISTS {
      ?item wdt:P31 ?class.
      ?class rdfs:label ?classLabel.
      FILTER(LANG(?classLabel)=""en"" && CONTAINS(LCASE(?classLabel), ""special"") && CONTAINS(LCASE(?classLabel), ""interest""))
    } || EXISTS {
      ?item wdt:P136 ?genre.
      ?genre rdfs:label ?genreLabel.
      FILTER(LANG(?genreLabel)=""en"" && CONTAINS(LCASE(?genreLabel), ""special"") && CONTAINS(LCASE(?genreLabel), ""interest""))
    }) AS ?isSpecialInterest
  )

  BIND(EXISTS { ?item wdt:P127 ?timeInc } AS ?ownedByTimeInc)

  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['item', 'itemLabel', 'isSpecialInterest', 'ownedByTimeInc']}, 'results': {'bindings': [{'item': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q975634'}, 'itemLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Golf Magazine'}, 'isSpecialInterest': {'datatype': 'http://www.w3.org/2001/XMLSchema#boolean', 'type': 'literal', 'value': 'false'}, 'ownedByTimeInc': {'datatype': 'http://www.w3.org/2001/XMLSchema#boolean', 'type': 'literal', 'value': 'true'}}, {'item': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q5351700'}, 'itemLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'El Nuevo Cojo'}, 'isSpecialInterest': {'datatype': 'http://www.w3.org/2001/XMLSchema#boolean', 'type': 'literal', 'value': 'false'}, 'ownedByTimeInc': {'datatype': 'http://www.w3.org/2001/XMLSchema#boolean', 'type': 'literal', 'value': 'false'}}]}}",1,Golf Magazine,Golf Magazine
73,Who fundin’ da bowlin’ team dat includes da school bus driver for Springfield Elementary School?,Who funded the bowling team that includes the school bus driver for Springfield Elementary School?,"SELECT DISTINCT ?funder ?funderLabel WHERE {
  ?school rdfs:label ""Springfield Elementary School""@en.
  ?driver wdt:P108 ?school.
  ?driver wdt:P106 ?occ.
  ?occ rdfs:label ""bus driver""@en.
  { ?driver wdt:P463 ?team. } UNION { ?driver wdt:P54 ?team. }
  ?team wdt:P641 ?sport.
  ?sport rdfs:label ""bowling""@en.
  { ?team wdt:P859 ?funder. } UNION { ?team wdt:P8324 ?funder. }
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['funder', 'funderLabel']}, 'results': {'bindings': []}}",1,,The Springfield School District
74,What city George Washington University Hospital an' MedStar Washington Hospital Center be in?,In what city is George Washington University Hospital and MedStar Washington Hospital Center located?,"SELECT ?hospital ?hospitalLabel ?city ?cityLabel WHERE {
  VALUES ?name {
    ""George Washington University Hospital""@en
    ""MedStar Washington Hospital Center""@en
  }
  ?hospital rdfs:label ?name.
  ?hospital wdt:P31/wdt:P279* wd:Q16917.
  ?hospital wdt:P131 ?city.
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['hospital', 'hospitalLabel', 'city', 'cityLabel']}, 'results': {'bindings': [{'hospital': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q5546034'}, 'city': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q61'}, 'hospitalLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'George Washington University Hospital'}, 'cityLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Washington, D.C.'}}, {'hospital': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q5546034'}, 'city': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q61'}, 'hospitalLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'George Washington University Hospital'}, 'cityLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Washington, D.C.'}}]}}",1,George Washington University Hospital,"Washington, DC"
75,What’s da connection between Peter O'Meara and Norman Dike?,What is the connection between Peter O'Meara and Norman Dike?,"SELECT DISTINCT ?work ?workLabel ?role ?roleLabel WHERE {
  ?actor rdfs:label ""Peter O'Meara""@en.
  {
    ?work p:P161 ?stmt.
    ?stmt ps:P161 ?actor;
          pq:P453 ?role.
  }
  UNION
  {
    ?work wdt:P161 ?actor;
          wdt:P674 ?role.
  }
  ?role rdfs:label ?roleLabel.
  FILTER(LANG(?roleLabel) = ""en"" && CONTAINS(LCASE(STR(?roleLabel)), ""norman dike"")).
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['work', 'workLabel', 'role', 'roleLabel']}, 'results': {'bindings': []}}",1,,They are cousins
76,"What author done contributed to stuff like ""New Statesmen"", ""The Nation"", and ""The Atlantic"", among others, while also being linked to Dysteleology?","What author contributed to works such as ""New Statesmen"", ""The Nation"", and ""The Atlantic"", among others, while also being associated with Dysteleology?","SELECT ?author ?authorLabel WHERE {
  VALUES ?magName { ""New Statesman""@en ""The Nation""@en ""The Atlantic""@en }
  ?mag rdfs:label ?magName.
  ?author wdt:P31 wd:Q5;
          wdt:P106/wdt:P279* wd:Q36180.
  { ?author wdt:P767 ?mag. } UNION { ?author wdt:P108 ?mag. }
  ?dyst rdfs:label ""Dysteleology""@en.
  FILTER(EXISTS { ?author ?p ?dyst. })
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}
GROUP BY ?author ?authorLabel
HAVING (COUNT(DISTINCT ?mag) = 3)","{'head': {'vars': ['author', 'authorLabel']}, 'results': {'bindings': []}}",1,,John Locke
77,Who made da prototype pacemaker used by da 34th President of da USA?,Who made the prototype pacemaker used by the 34th President of the USA?,"SELECT ?maker ?makerLabel WHERE {
  ?pres p:P39 ?posStmt.
  ?posStmt ps:P39 wd:Q11696; pq:P1545 ""34"".
  ?item wdt:P1535 ?pres; rdfs:label ?label.
  FILTER(LANG(?label) = ""en"").
  FILTER(CONTAINS(LCASE(?label), ""pacemaker"") && CONTAINS(LCASE(?label), ""prototype"")).
  OPTIONAL { ?item wdt:P176 ?manufacturer. }
  OPTIONAL { ?item wdt:P170 ?creator. }
  BIND(COALESCE(?manufacturer, ?creator) AS ?maker)
  FILTER(BOUND(?maker))
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['maker', 'makerLabel']}, 'results': {'bindings': []}}",1,,GE Medical Systems
78,Which publishin' company done published Bizarre and a sister publication 'bout da anomalous phenomena popularized by Charles Fort?,Which publishing company published Bizarre and a sister publication about the anomalous phenomena popularized by Charles Fort?,"SELECT DISTINCT ?publisher ?publisherLabel WHERE {
  ?bizarre wdt:P31 wd:Q41298;
           rdfs:label ""Bizarre""@en;
           wdt:P123 ?publisher.
  ?sister wdt:P31 wd:Q41298;
          rdfs:label ""Fortean Times""@en;
          wdt:P123 ?publisher.
  ?publisher wdt:P31/wdt:P279* wd:Q2085381.
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['publisher', 'publisherLabel']}, 'results': {'bindings': []}}",1,,Continuum Books
79,"Who performed da lead single on da album Friends in Low Places, No Fences, dat reached #1 on Billboard?","Who performed the lead single on the album Friends in Low Places, No Fences, that reached number one on Billboard?","SELECT DISTINCT ?performer ?performerLabel WHERE {
  ?song wdt:P31 wd:Q134556;
        wdt:P175 ?performer;
        wdt:P361 ?album;
        rdfs:label ""Friends in Low Places""@en.
  ?album rdfs:label ""No Fences""@en.
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}
LIMIT 1","{'head': {'vars': ['performer', 'performerLabel']}, 'results': {'bindings': []}}",1,,Justin Timberlake
80,Hate to Feel the tenth track on what Alice in Chains' album dat peaked at number six on da Billboard 200?,In what year did the tenth track on Alice in Chains' album peak at number six on the Billboard 200?,"SELECT ?year WHERE {
  ?band rdfs:label ""Alice in Chains""@en.
  ?album wdt:P31 wd:Q482994; wdt:P175 ?band.
  {
    ?album p:P527 ?partStmt.
    ?partStmt pq:P1545 ""10"".
  }
  UNION
  {
    ?album p:P658 ?trackStmt.
    ?trackStmt pq:P1545 ""10"".
  }
  ?chart rdfs:label ""Billboard 200""@en.
  ?album p:P1344 ?chartStmt.
  ?chartStmt ps:P1344 ?chart;
             pq:P1352 ?pos;
             pq:P585 ?date.
  FILTER(?pos = 6)
  BIND(YEAR(?date) AS ?year)
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}
LIMIT 1","{'head': {'vars': ['year']}, 'results': {'bindings': []}}",1,,Apocalypse Now
81,"Da lead singer an guitarist in da Portland, Oregon rock band wit John Gourley, Zach Carothers, Kyle O'Quin, Jason Sechrist an Eric Howk, go by what alias?","What alias do the lead singer and guitarist in the Portland, Oregon rock band with John Gourley, Zach Carothers, Kyle O'Quin, Jason Sechrist, and Eric Howk go by?","SELECT ?lead ?leadLabel ?alias WHERE {
  ?john rdfs:label ""John Gourley""@en.
  ?zach rdfs:label ""Zach Carothers""@en.
  ?kyle rdfs:label ""Kyle O'Quin""@en.
  ?jason rdfs:label ""Jason Sechrist""@en.
  ?eric rdfs:label ""Eric Howk""@en.

  ?john wdt:P463 ?band.
  ?zach wdt:P463 ?band.
  ?kyle wdt:P463 ?band.
  ?jason wdt:P463 ?band.
  ?eric wdt:P463 ?band.

  ?lead wdt:P463 ?band;
        wdt:P106 wd:Q177220, wd:Q855091;
        skos:altLabel ?alias.
  FILTER(LANG(?alias)=""en"")

  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['lead', 'leadLabel', 'alias']}, 'results': {'bindings': []}}",1,,Screaming Trees
82,What year da winner of da 2016 Marrakesh ePrix born?,In what year was the winner of the 2016 Marrakesh ePrix born?,"SELECT DISTINCT ?year WHERE {
  ?race rdfs:label ""2016 Marrakesh ePrix""@en;
        wdt:P1346 ?winner.
  ?winner wdt:P569 ?dob.
  BIND(YEAR(?dob) AS ?year)
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['year']}, 'results': {'bindings': [{'year': {'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'type': 'literal', 'value': '1988'}}]}}",1,1988,1967
83,"South Korean actor Kim Yool-ho starred in what 2016 movie directed by Yeon Sang-ho and starring actors Gong Yoo, Jung Yu-mi, and Ma Dong-seok?","In what 2016 movie did South Korean actor Kim Yool-ho star, directed by Yeon Sang-ho and starring actors Gong Yoo, Jung Yu-mi, and Ma Dong-seok?","SELECT DISTINCT ?film ?filmLabel WHERE {
  ?film wdt:P31 wd:Q11424;
        wdt:P57 ?director;
        wdt:P161 ?gongYoo, ?jungYumi, ?maDongSeok, ?kimYoolho;
        wdt:P577 ?date.
  FILTER(YEAR(?date) = 2016)
  ?director rdfs:label ""Yeon Sang-ho""@en.
  ?gongYoo rdfs:label ""Gong Yoo""@en.
  ?jungYumi rdfs:label ""Jung Yu-mi""@en.
  ?maDongSeok rdfs:label ""Ma Dong-seok""@en.
  ?kimYoolho rdfs:label ""Kim Yool-ho""@en.
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['film', 'filmLabel']}, 'results': {'bindings': []}}",1,,The Girl Next Door
84,"Accordin' to da 2006 census, what’s da population of da city where James Iroha Uchechukwu was born?","According to the 2006 census, what is the population of the city where James Iroha Uchechukwu was born?","SELECT ?place ?placeLabel ?population WHERE {
  SERVICE wikibase:mwapi {
    bd:serviceParam wikibase:api ""EntitySearch"".
    bd:serviceParam wikibase:endpoint ""www.wikidata.org"".
    bd:serviceParam mwapi:search ""James Iroha Uchechukwu"".
    bd:serviceParam mwapi:language ""en"".
    ?person wikibase:apiOutputItem mwapi:item.
  }
  ?person wdt:P31 wd:Q5;
          wdt:P19 ?place.
  ?place wdt:P31/wdt:P279* wd:Q515.
  ?place p:P1082 ?popStatement.
  ?popStatement ps:P1082 ?population;
               pq:P585 ?date.
  FILTER(YEAR(?date) = 2006)
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['place', 'placeLabel', 'population']}, 'results': {'bindings': [{'place': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q465022'}, 'population': {'datatype': 'http://www.w3.org/2001/XMLSchema#decimal', 'type': 'literal', 'value': '717291'}, 'placeLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Enugu'}}]}}",2,Enugu,"59,527"
85,What actor in da movie D.C. Cab also had a role in da TV show Barney Miller?,What actor in the movie D.C. Cab also had a role in the TV show Barney Miller?,"SELECT DISTINCT ?person ?personLabel WHERE {
  ?film wdt:P31 wd:Q11424;
        rdfs:label ""D.C. Cab""@en;
        wdt:P161 ?person.
  ?show wdt:P31 wd:Q5398426;
        rdfs:label ""Barney Miller""@en;
        wdt:P161 ?person.
  ?person wdt:P31 wd:Q5.
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['person', 'personLabel']}, 'results': {'bindings': [{'person': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1665344'}, 'personLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Max Gail'}}]}}",1,Max Gail,David Hemmingway
86,Which industry Richard Hawley an' Chicago's Catherine belong to?,Which industry does Richard Hawley and Chicago's Catherine belong to?,"SELECT ?item ?itemLabel ?industry ?industryLabel WHERE {
  VALUES ?title { ""Richard Hawley""@en ""Catherine (band)""@en }
  ?article schema:about ?item;
           schema:isPartOf <https://en.wikipedia.org/>;
           schema:name ?title.
  ?item wdt:P452 ?industry.
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['item', 'itemLabel', 'industry', 'industryLabel']}, 'results': {'bindings': []}}",2,,film
87,Is Pam Veasey an' Jon Jost both American?,Are Pam Veasey and Jon Jost both American?,"ASK WHERE {
  ?veasey rdfs:label ""Pam Veasey""@en;
          wdt:P31 wd:Q5;
          wdt:P27 wd:Q30.
  ?jost   rdfs:label ""Jon Jost""@en;
          wdt:P31 wd:Q5;
          wdt:P27 wd:Q30.
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {}, 'boolean': True}",1,,yes
88,Maurice Hines and his brother was famous for what?,What was Maurice Hines and his brother famous for?,"SELECT DISTINCT ?topic ?topicLabel WHERE {
  ?maurice rdfs:label ""Maurice Hines""@en.
  ?maurice wdt:P31 wd:Q5.
  ?maurice wdt:P3373 ?brother.
  ?brother wdt:P31 wd:Q5.
  ?brother wdt:P21 wd:Q6581097.
  {
    ?maurice wdt:P101 ?topic.
    ?brother wdt:P101 ?topic.
  }
  UNION
  {
    ?maurice wdt:P106 ?topic.
    ?brother wdt:P106 ?topic.
  }
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['topic', 'topicLabel']}, 'results': {'bindings': []}}",1,,film director
89,Is da New Orleans Outfall Canals da same length as da Augusta Canal?,Is the New Orleans Outfall Canals the same length as the Augusta Canal?,"SELECT ?nola ?nolaLabel ?lenNola ?augusta ?augustaLabel ?lenAugusta ?sameLength WHERE {
  ?nola rdfs:label ""New Orleans Outfall Canals""@en.
  ?augusta rdfs:label ""Augusta Canal""@en.
  OPTIONAL { ?nola wdt:P2043 ?lenNola. }
  OPTIONAL { ?augusta wdt:P2043 ?lenAugusta. }
  BIND(IF(BOUND(?lenNola) && BOUND(?lenAugusta) && (?lenNola = ?lenAugusta), true, false) AS ?sameLength)
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['nola', 'nolaLabel', 'lenNola', 'augusta', 'augustaLabel', 'lenAugusta', 'sameLength']}, 'results': {'bindings': [{'nola': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q16982631'}, 'augusta': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q4820897'}, 'nolaLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'New Orleans Outfall Canals'}, 'augustaLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Augusta Canal'}, 'sameLength': {'datatype': 'http://www.w3.org/2001/XMLSchema#boolean', 'type': 'literal', 'value': 'false'}}, {'nola': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q16982631'}, 'augusta': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q49241548'}, 'nolaLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'New Orleans Outfall Canals'}, 'augustaLabel': {'xml:lang': 'en', 'type': 'literal', 'value': 'Augusta Canal'}, 'sameLength': {'datatype': 'http://www.w3.org/2001/XMLSchema#boolean', 'type': 'literal', 'value': 'false'}}]}}",1,New Orleans Outfall Canals,no
90,Which stadium da teams owned by Myra Kraft's husband play at?,Which stadium do the teams owned by Myra Kraft's husband play at?,"SELECT DISTINCT ?stadium ?stadiumLabel WHERE {
  wd:Q314829 wdt:P1830 ?team.
  ?team wdt:P115 ?stadium.
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['stadium', 'stadiumLabel']}, 'results': {'bindings': []}}",1,,RFK Stadium
91,What southern California based band done covered Blue Öyster Cult's Godzilla?,"What Southern California-based band covered Blue Öyster Cult's ""Godzilla""?","SELECT DISTINCT ?band ?bandLabel WHERE {
  ?work wdt:P31/wdt:P279* wd:Q7366;
        rdfs:label ""Godzilla""@en;
        wdt:P175 ?origBand.
  ?origBand rdfs:label ""Blue Öyster Cult""@en.

  {
    ?recording wdt:P2550 ?work;
               wdt:P175 ?band.
  } UNION {
    ?coverWork wdt:P144 ?work;
               wdt:P175 ?band.
  }

  ?band wdt:P31 wd:Q215380.
  FILTER(?band != ?origBand)

  ?band (wdt:P740|wdt:P159)/(wdt:P131|wdt:P361)* ?region.
  ?region rdfs:label ""Southern California""@en.

  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['band', 'bandLabel']}, 'results': {'bindings': []}}",1,,The Beach Boys
92,"Da Swedish-British entertainment studio executive and film executive producer, who was da executive producer for a 2016 American action thriller film directed by Babak Najafi, currently serve?","Who is the Swedish-British entertainment studio executive and film executive producer, who was the executive producer for a 2016 American action thriller film directed by Babak Najafi, currently serving?","SELECT DISTINCT ?person ?personLabel WHERE {
  ?film wdt:P31 wd:Q11424;
        wdt:P57 wd:Q304214;
        wdt:P577 ?date;
        wdt:P495 wd:Q30;
        wdt:P1431 ?person.
  FILTER(YEAR(?date) = 2016)
  ?person wdt:P27 wd:Q34;
          wdt:P27 wd:Q145.
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['person', 'personLabel']}, 'results': {'bindings': []}}",1,,Actor
93,"an Emmy Award winner and two-time Tony Award winner, was on episode 15 of da third season of ""Chuck"". what her name?","Who is the Emmy Award winner and two-time Tony Award winner who was on episode 15 of the third season of ""Chuck""?","SELECT ?person ?personLabel WHERE {
  ?season p:P179 ?seriesStmt.
  ?seriesStmt ps:P179 wd:Q217401;
              pq:P1545 ""3"".
  ?episode p:P4908 ?seasonStmt.
  ?seasonStmt ps:P4908 ?season;
              pq:P1545 ""15"".
  ?episode wdt:P161 ?person.

  FILTER EXISTS {
    ?person p:P166 ?emmyStmt.
    ?emmyStmt ps:P166 ?emmyAward.
    ?emmyAward wdt:P31/wdt:P279* wd:Q19020.
  }

  {
    SELECT ?person (COUNT(?tonyStmt) AS ?tonyWins) WHERE {
      ?person p:P166 ?tonyStmt.
      ?tonyStmt ps:P166 ?tonyAward.
      ?tonyAward wdt:P31/wdt:P279* wd:Q486748.
    } GROUP BY ?person
    HAVING (?tonyWins >= 2)
  }

  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['person', 'personLabel']}, 'results': {'bindings': []}}",1,,Sarah Michelle Gellar
94,"What’s da current name of da Atlanta Mansion built for da daughter of da 41st Mayor of Atlanta, Georgia?","What is the current name of the Atlanta Mansion built for the daughter of the 41st Mayor of Atlanta, Georgia?","SELECT DISTINCT ?mansion ?mansionLabel WHERE {
  {
    ?mayor p:P39 ?posStmt.
    ?posStmt ps:P39 ?office.
    ?office wdt:P279* wd:Q30185.
    ?posStmt pq:P1001 wd:Q23556; pq:P1545 ""41"".
  }
  UNION
  {
    ?office wdt:P1001 wd:Q23556; rdfs:label ""Mayor of Atlanta""@en.
    {
      ?office p:P1308 ?holderStmt.
      ?holderStmt ps:P1308 ?mayor; pq:P1545 ""41"".
    }
    UNION
    {
      ?mayor p:P39 ?posStmt2.
      ?posStmt2 ps:P39 ?office; pq:P1545 ""41"".
    }
  }
  ?daughter wdt:P22 ?mayor; wdt:P21 wd:Q6581072.
  ?mansion wdt:P31/wdt:P279* wd:Q123705;
           wdt:P131 wd:Q23556.
  { ?mansion wdt:P88 ?daughter. } UNION { ?mansion wdt:P127 ?daughter. }
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['mansion', 'mansionLabel']}, 'results': {'bindings': []}}",1,,The Atlanta Mansion
95,Who came up wit da type of script used in autographs?,Who came up with the type of script used in autographs?,"SELECT DISTINCT ?inventor ?inventorLabel WHERE {
  VALUES ?label { ""autograph""@en ""signature""@en }
  ?item rdfs:label ?label.
  ?item wdt:P282 ?script.
  { ?script wdt:P61 ?inventor. }
  UNION
  { ?script wdt:P170 ?inventor. }
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['inventor', 'inventorLabel']}, 'results': {'bindings': []}}",1,,Aristotle
96,Bout what percentage of da global population is made up of da ethnic group Princess Fragrant was made to improve relations with?,What percentage of the global population is made up of the ethnic group that Princess Fragrant was made to improve relations with?,"SELECT ?ethnic ?ethnicLabel ?percentage WHERE {
  # Find the property ""made to improve relations with"" and its direct claim IRI
  ?propEntity a wikibase:Property;
              rdfs:label ""made to improve relations with""@en;
              wikibase:directClaim ?improveRelProp.

  # Find the item ""Princess Fragrant"" (label or alias)
  ?work (rdfs:label|skos:altLabel) ""Princess Fragrant""@en;
        ?improveRelProp ?ethnic.

  # Ensure it's an ethnic group and get its population
  ?ethnic wdt:P31 wd:Q41710;
          wdt:P1082 ?ethPop.

  # Get world (Earth) population
  wd:Q2 wdt:P1082 ?worldPop.

  BIND((xsd:decimal(?ethPop) / xsd:decimal(?worldPop) * 100) AS ?percentage)

  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['ethnic', 'ethnicLabel', 'percentage']}, 'results': {'bindings': []}}",1,,1%
97,Who was da Oklahoma politician dat helped bring bout da Boren-McCurdy proposals in 1992?,Who was the Oklahoma politician who helped bring about the Boren-McCurdy proposals in 1992?,"SELECT DISTINCT ?person ?personLabel WHERE {
  ?proposal rdfs:label ?label.
  FILTER(LANG(?label) = ""en"").
  FILTER(CONTAINS(LCASE(?label), ""boren"") && CONTAINS(LCASE(?label), ""mccurdy"")).

  { ?proposal wdt:P138 ?person. }
  UNION
  { ?proposal wdt:P710 ?person. }

  ?person wdt:P106 wd:Q82955.

  FILTER (
    EXISTS {
      ?person p:P39 ?posStmt.
      ?posStmt pq:P768 ?district.
      ?district wdt:P131* wd:Q1649.
    } ||
    EXISTS { ?person wdt:P19/wdt:P131* wd:Q1649 } ||
    EXISTS { ?person wdt:P551/wdt:P131* wd:Q1649 }
  )

  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}
LIMIT 10","{'head': {'vars': ['person', 'personLabel']}, 'results': {'bindings': []}}",3,,Tim Pawlenty
98,The Thoen Stone on display at a museum in what county?,In what county is the Thoen Stone on display at a museum?,"SELECT DISTINCT ?county ?countyLabel WHERE {
  ?stone rdfs:label ""Thoen Stone""@en.
  {
    ?stone wdt:P276 ?museum.
  }
  UNION
  {
    ?stone wdt:P195 ?museum.
  }
  ?museum wdt:P31/wdt:P279* wd:Q33506.
  ?museum wdt:P131* ?county.
  ?county wdt:P31/wdt:P279* wd:Q13410422.
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}","{'head': {'vars': ['county', 'countyLabel']}, 'results': {'bindings': []}}",1,,Suffolk County
99,Is Children's National Medical Center or MedStar Washington Hospital Center da largest private hospital in D.C.?,Is Children's National Medical Center or MedStar Washington Hospital Center the largest private hospital in D.C.?,"SELECT DISTINCT ?hospital ?hospitalLabel ?beds WHERE {
  VALUES ?searchName { ""MedStar Washington Hospital Center""@en ""Children's National Medical Center""@en ""Children's National Hospital""@en }
  ?hospital (rdfs:label|skos:altLabel) ?searchName.
  ?hospital wdt:P31/wdt:P279* wd:Q16917;
           wdt:P131* wd:Q61;
           wdt:P1083 ?beds.
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}
ORDER BY DESC(?beds)
LIMIT 1","{'head': {'vars': ['hospital', 'hospitalLabel', 'beds']}, 'results': {'bindings': []}}",2,,MedStar Washington Hospital Center
